date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:26:06	48965/48965	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2008:25:15%20GMT	https://www.dentway.com.tr/eng3/is-general-anesthesia-safe-for-dental-treatment-of-children/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/is-general-anesthesia-safe-for-dental-treatment-of-children/index.html	(from https://www.dentway.com.tr/eng3/botulinum-toxin-procedures/)
12:26:08	45489/45489	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2008:25:15%20GMT	https://www.dentway.com.tr/eng3/sedation-in-dentistry/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/sedation-in-dentistry/index.html	(from https://www.dentway.com.tr/eng3/botulinum-toxin-procedures/)
12:26:08	45606/45606	---MCZ	200	added ('OK')	text/html	date:Thu,%2006%20Feb%202020%2008:25:17%20GMT	https://www.dentway.com.tr/eng3/oral-care-during-orthodontic-treatment/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/oral-care-during-orthodontic-treatment/index.html	(from https://www.dentway.com.tr/eng3/botulinum-toxin-procedures/)
12:26:09	786/786	---M--	200	added ('OK')	application/rss+xml	etag:%22ca9557cc168de3099b25b8108b6b7c85%22	https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/sinus-surgery/feed/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/sinus-surgery/feed/index.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/sinus-surgery/)
12:26:09	2430/2430	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:21%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Fjaw-bone-surgery%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embede1b2.json	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/jaw-bone-surgery/)
12:26:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:21%20GMT	https://www.dentway.com.tr/eng3/?p=144	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index421d.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/sinus-surgery/)
12:26:10	787/787	---M--	200	added ('OK')	application/rss+xml	etag:%224c7cba8510874f2c2ceacd23cc78e066%22	https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/jaw-bone-surgery/feed/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/jaw-bone-surgery/feed/index.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/jaw-bone-surgery/)
12:26:11	2521/2521	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:22%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Fjaw-bone-surgery%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed0eca	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/jaw-bone-surgery/)
12:26:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:22%20GMT	https://www.dentway.com.tr/eng3/?p=146	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/indexf488.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/jaw-bone-surgery/)
12:26:11	2460/2460	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:23%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Foral-cancer-surgery%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedf3f7.json	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/oral-cancer-surgery/)
12:26:12	798/798	---M--	200	added ('OK')	application/rss+xml	etag:%223a80e4cb3b1d5d57e8c301d51ab5bb6d%22	https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/oral-cancer-surgery/feed/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/oral-cancer-surgery/feed/index.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/oral-cancer-surgery/)
12:26:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:24%20GMT	https://www.dentway.com.tr/eng3/?p=148	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/indexa36b.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/oral-cancer-surgery/)
12:26:12	2551/2551	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:24%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Foral-cancer-surgery%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed7c55	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/oral-cancer-surgery/)
12:26:13	2465/2465	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:25%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2F3d-dental-tomography%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed62cc.json	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/3d-dental-tomography/)
12:26:13	800/800	---M--	200	added ('OK')	application/rss+xml	etag:%22fae23cd076599efd09374610c127c864%22	https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/3d-dental-tomography/feed/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/3d-dental-tomography/feed/index.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/3d-dental-tomography/)
12:26:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:25%20GMT	https://www.dentway.com.tr/eng3/?p=136	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index9469.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/3d-dental-tomography/)
12:26:14	2556/2556	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:26%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2F3d-dental-tomography%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedd29f	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/3d-dental-tomography/)
12:26:14	2530/2530	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:26%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Ftemporomandibular-joint-treatment%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedf840.json	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/temporomandibular-joint-treatment/)
12:26:15	826/826	---M--	200	added ('OK')	application/rss+xml	etag:%22fe2e001cbed42dd3ca1b049da95f7a8a%22	https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/temporomandibular-joint-treatment/feed/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/temporomandibular-joint-treatment/feed/index.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/temporomandibular-joint-treatment/)
12:26:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:27%20GMT	https://www.dentway.com.tr/eng3/?p=150	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index56d6.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/temporomandibular-joint-treatment/)
12:26:15	2621/2621	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:27%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Ftemporomandibular-joint-treatment%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed50b2	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/temporomandibular-joint-treatment/)
12:26:16	2423/2423	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:28%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Fdental-cyst%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed4396.json	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/dental-cyst/)
12:26:16	783/783	---M--	200	added ('OK')	application/rss+xml	etag:%227678176b02a49f9601b2828ae5dbd467%22	https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/dental-cyst/feed/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/dental-cyst/feed/index.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/dental-cyst/)
12:26:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:28%20GMT	https://www.dentway.com.tr/eng3/?p=142	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/indexee5b.html	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/dental-cyst/)
12:26:17	2514/2514	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:28%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fmaxillofacial-surgery%2Fdental-cyst%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed9ce4	(from https://www.dentway.com.tr/eng3/treatments/maxillofacial-surgery/dental-cyst/)
12:26:17	2410/2410	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:29%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedfa77.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/)
12:26:18	778/778	---M--	200	added ('OK')	application/rss+xml	etag:%22902b59a403b546412cded62c44f401cc%22	https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/feed/	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/feed/index.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/)
12:26:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:30%20GMT	https://www.dentway.com.tr/eng3/?p=1476	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index3be1.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/)
12:26:18	2503/2503	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:30%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedd7e3	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/)
12:26:19	2546/2546	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:31%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Foral-care-for-babies-and-children%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedfd73.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/oral-care-for-babies-and-children/)
12:26:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:31%20GMT	https://www.dentway.com.tr/eng3/?p=1980	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index76ee.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/oral-care-for-babies-and-children/)
12:26:20	2637/2637	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:31%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Foral-care-for-babies-and-children%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed06ae	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/oral-care-for-babies-and-children/)
12:26:20	500644/500644	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jul%202019%2014:46:08%20GMT	https://www.dentway.com.tr/eng3/wp-content/uploads/2019/07/pedodonti-banner_new.jpg	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-content/uploads/2019/07/pedodonti-banner_new.jpg	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/)
12:26:20	2501/2501	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:32%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fbaby-bottle-tooth-decays%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed1c04.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/baby-bottle-tooth-decays/)
12:26:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:32%20GMT	https://www.dentway.com.tr/eng3/?p=1920	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/indexb347.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/baby-bottle-tooth-decays/)
12:26:21	2592/2592	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:33%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fbaby-bottle-tooth-decays%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed354a	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/baby-bottle-tooth-decays/)
12:26:21	2546/2546	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:33%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fpreventive-procedures-from-caries%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed1aac.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/preventive-procedures-from-caries/)
12:26:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:34%20GMT	https://www.dentway.com.tr/eng3/?p=1949	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/indexc429.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/preventive-procedures-from-caries/)
12:26:22	2637/2637	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:34%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fpreventive-procedures-from-caries%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embede1b8	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/preventive-procedures-from-caries/)
12:26:22	2411/2411	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:34%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Ftrauma%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed1407.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/trauma/)
12:26:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:35%20GMT	https://www.dentway.com.tr/eng3/?p=1956	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index1c43.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/trauma/)
12:26:23	2502/2502	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:35%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Ftrauma%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed7394	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/trauma/)
12:26:24	2486/2486	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:35%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Frestorative-materials%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed2547.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/restorative-materials/)
12:26:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:36%20GMT	https://www.dentway.com.tr/eng3/?p=2042	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/indexdc22.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/restorative-materials/)
12:26:24	2577/2577	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:36%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Frestorative-materials%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed0748	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/restorative-materials/)
12:26:25	2466/2466	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:37%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fspace-maintainers%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedf682.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/space-maintainers/)
12:26:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:37%20GMT	https://www.dentway.com.tr/eng3/?p=2059	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index230e.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/space-maintainers/)
12:26:26	2557/2557	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:37%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fspace-maintainers%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedfb33	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/space-maintainers/)
12:26:26	2572/2572	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:38%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Faktif-spor-yapan-cocuklar%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed64c2.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/aktif-spor-yapan-cocuklar/)
12:26:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:39%20GMT	https://www.dentway.com.tr/eng3/?p=1940	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/index10c0.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/aktif-spor-yapan-cocuklar/)
12:26:27	2663/2663	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:39%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Faktif-spor-yapan-cocuklar%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed88cc	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/aktif-spor-yapan-cocuklar/)
12:26:28	2536/2536	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:40%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fgeneral-anesthesia-and-sedation%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed2bf6.json	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/general-anesthesia-and-sedation/)
12:26:29	2627/2627	---M--	200	added ('OK')	text/xml	date:Thu,%2006%20Feb%202020%2008:25:41%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Fcocuk-dis-hekimligi-pedodonti%2Fgeneral-anesthesia-and-sedation%2F&format=xml	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embedd4cd	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/general-anesthesia-and-sedation/)
12:26:30	2379/2379	---M-Z	200	added ('OK')	application/json	date:Thu,%2006%20Feb%202020%2008:25:41%20GMT	https://www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dentway.com.tr%2Feng3%2Ftreatments%2Forthodontics%2F	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/wp-json/oembed/1.0/embed95e2.json	(from https://www.dentway.com.tr/eng3/treatments/orthodontics/)
12:26:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Feb%202020%2008:25:40%20GMT	https://www.dentway.com.tr/eng3/?p=1961	C:/Users/shahin.ibrahimli/Desktop/DRFuad/DRFuad/www.dentway.com.tr/eng3/indexdf2c.html	(from https://www.dentway.com.tr/eng3/treatments/cocuk-dis-hekimligi-pedodonti/general-anesthesia-and-sedation/)
